Level,MenuLevel1,MenuLevel2,MenuLevel3,MenuLevel4,Menu ID,MenuName,Order Sequence,Type,Sub Type,SecCode,Level1Code,Level2Code,Level3Code
4,Production Management,Engineering,Setup,Reference Category,SEMT1090,Reference Category,37,I,M,SEC898,SEC465,SEC295,SEC898
4,Production Management,Engineering,Setup,Resource Collection,SEMT1040,Resource Collection,38,I,M,SEC339,SEC465,SEC295,SEC339
4,Production Management,Engineering,Setup,Resource Group,SEMN1030,Resource Group,39,I,M,SEC076,SEC465,SEC295,SEC076
4,Production Management,Engineering,Setup,Role Code,SEMT1045,Role Code,40,I,M,SEC546,SEC465,SEC295,SEC546
4,Production Management,Engineering,Setup,Site Cost Maintenance,SEMT1052,Site Cost Maintenance,42,I,M,SEC693,SEC465,SEC295,SEC693
4,Production Management,Engineering,Setup,Stage Number,SEMT1051,Stage Number,43,I,M,SEC694,SEC465,SEC295,SEC694
4,Production Management,Engineering,Setup,Substance,WEMT1170,Substance,45,I,M,SEC890,SEC465,SEC295,SEC890
4,Production Management,Engineering,Setup,Substance Restriction Type,WEMT1171,Substance Restriction Type,46,I,M,SEC893,SEC465,SEC295,SEC893
4,Production Management,Engineering,Setup,Task,SEMN1045,Task,47,I,M,SEC548,SEC465,SEC295,SEC548
4,Production Management,Engineering,Setup,Task Set,SEMN1047,Task Set,48,I,M,SEC553,SEC465,SEC295,SEC553
4,Production Management,Engineering,Setup,Task Type,SEMN1050,Task Type,49,I,M,SEC566,SEC465,SEC295,SEC566
4,Production Management,Engineering,Setup,UOM,SEMN1150,UOM,50,I,M,SEC961,SEC465,SEC295,SEC961
4,Production Management,Engineering,Setup,UOM Class,SEMN1151,UOM Class,51,I,M,SEC770,SEC465,SEC295,SEC770
4,Production Management,Engineering,Setup,Work Force,SEMN1100,Work Force,65,I,M,SEC161,SEC465,SEC295,SEC161
4,Production Management,Engineering,Setup,Workflow Group,SEMN1070,Workflow Group,70,I,M,SEC621,SEC465,SEC295,SEC621
4,Production Management,Engineering,Setup,Workflow Stage,SEMN1080,Workflow Stage,80,I,M,SEC622,SEC465,SEC295,SEC622
2,Production Management,Job Management,,,JCMN0000,Job Management,10,S,,SEC016,SEC465,SEC016,SEC016
3,Production Management,Job Management,General Operations,,JCMN3000,General Operations,30,S,,SEC036,SEC465,SEC016,SEC036
4,Production Management,Job Management,General Operations,Allocation Wave Tracker,AMMN5388,Allocation Wave Tracker,235,I,T,SEC065,SEC465,SEC016,SEC065
4,Production Management,Job Management,General Operations,Auto Job Closing Process,JCGO3050,Auto Job Closing Process,10,I,P,SEC847,SEC465,SEC016,SEC847
4,Production Management,Job Management,General Operations,Auto Job Completion Process,JCGO3055,Auto Job Completion Process,20,I,P,SEC848,SEC465,SEC016,SEC848
4,Production Management,Job Management,General Operations,Auto Job Firm Process,JCGO3057,Auto Job Firm Process,25,I,P,SEC966,SEC465,SEC016,SEC966
4,Production Management,Job Management,General Operations,Auto Job Release,JCGO3058,Auto Job Release,27,I,P,SEC967,SEC465,SEC016,SEC967
4,Production Management,Job Management,General Operations,Backflush Labor Server Process,JCGO3045,Backflush Labor Server Process,30,I,P,SEC540,SEC465,SEC016,SEC540
4,Production Management,Job Management,General Operations,Build Project Analysis,JCGO3035,Build Project Analysis,40,I,P,SEC843,SEC465,SEC016,SEC843
4,Production Management,Job Management,General Operations,Build WBS Phase Analysis,JCGO3036,Build WBS Phase Analysis,41,I,P,SEC843-01,SEC465,SEC016,SEC843-01
4,Production Management,Job Management,General Operations,Capture COS/WIP Activity,JCGO3090,Capture COS/WIP Activity,50,I,P,SEC373,SEC465,SEC016,SEC373
4,Production Management,Job Management,General Operations,Cross Dock,JCGO8137,Cross Dock,95,I,E,SEC1110,SEC465,SEC016,SEC1110
4,Production Management,Job Management,General Operations,Cross Dock Tracker,JCGO8138,Cross Dock Tracker,240,I,T,SEC11120,SEC465,SEC016,SEC11120
4,Production Management,Job Management,General Operations,Fulfillment Workbench,JCGO8988,Fulfillment Workbench,100,I,E,SEC525,SEC465,SEC016,SEC525
4,Production Management,Job Management,General Operations,Generate Production Activity Process,JCMN4020,Generate Production Activity Process,60,I,P,SEC1420,SEC465,SEC016,SEC1420
4,Production Management,Job Management,General Operations,Import Labor / Scheduling Params Process,JCGO3300,Import Labor / Scheduling Params Process,61,I,P,SEC1781,SEC465,SEC016,SEC1781
4,Production Management,Job Management,General Operations,Job Adjustment,JCGO3007,Job Adjustment,105,I,E,SEC248,SEC465,SEC016,SEC248
4,Production Management,Job Management,General Operations,Job Closing,JCGO3004,Job Closing,110,I,E,SEC194,SEC465,SEC016,SEC194
4,Production Management,Job Management,General Operations,Job Closing Exception Tracker,JCGO3025,Job Closing Exception Tracker,250,I,T,SEC882,SEC465,SEC016,SEC882
4,Production Management,Job Management,General Operations,Job Completion Exception Tracker,JCGO3026,Job Completion Exception Tracker,260,I,T,SEC1124,SEC465,SEC016,SEC1124
4,Production Management,Job Management,General Operations,Job Entry,JCGO3001,Job Entry,120,I,E,SEC074,SEC465,SEC016,SEC074
4,Production Management,Job Management,General Operations,Job Manager,JCMN8977,Job Manager,130,I,E,SEC672,SEC465,SEC016,SEC672
4,Production Management,Job Management,General Operations,Job Status Maintenance,JCGO3033,Job Status Maintenance,140,I,E,SEC458,SEC465,SEC016,SEC458
4,Production Management,Job Management,General Operations,Job Status Tracker,AEJSPDB,Job Status Tracker,129,D,T,SEC_UDJSPDB,SEC465,SEC016,SEC_UDJSPDB
4,Production Management,Job Management,General Operations,Job Tracker,JCGO3003,Job Tracker,270,I,T,SEC193,SEC465,SEC016,SEC193
4,Production Management,Job Management,General Operations,Kanban Bin Monitor,JCGO3015,Kanban Bin Monitor,280,I,T,SEC783,SEC465,SEC016,SEC783
4,Production Management,Job Management,General Operations,Kanban Monitor,JCMN3010,Kanban Monitor,290,I,T,SEC782,SEC465,SEC016,SEC782
4,Production Management,Job Management,General Operations,Kanban Receipts,JCGO3095,Kanban Receipts,150,I,E,SEC623,SEC465,SEC016,SEC623
4,Production Management,Job Management,General Operations,Lot Tracker,JCGO3100,Lot Tracker,300,I,T,SEC509,SEC465,SEC016,SEC509
4,Production Management,Job Management,General Operations,Modify Job - Plan Relation,AEPlanRe,Modify Job - Plan Relation,666,I,E,SEC_UDPlanRe,SEC465,SEC016,SEC_UDPlanRe
4,Production Management,Job Management,General Operations,Part Tracker,JCGO3005,Part Tracker,310,I,T,SEC183,SEC465,SEC016,SEC183
4,Production Management,Job Management,General Operations,Plan Entry,AEPlan,Plan Entry,3,I,E,SEC_UDPlan,SEC465,SEC016,SEC_UDPlan
4,Production Management,Job Management,General Operations,Planning Contract,JCGO4020,Planning Contract,160,I,E,SEC10503,SEC465,SEC016,SEC10503
4,Production Management,Job Management,General Operations,Planning Contract Tracker,JCGO4025,Planning Contract Tracker,311,I,T,SEC10503,SEC465,SEC016,SEC10503
4,Production Management,Job Management,General Operations,Planning Dashboard,AEPlanDB,Planning Dashboard,312,D,T,SEC_UDPlanDB,SEC465,SEC016,SEC_UDPlanDB
4,Production Management,Job Management,General Operations,Planning Workbench,JCMN8978,Planning Workbench,170,I,E,SEC671,SEC465,SEC016,SEC671
4,Production Management,Job Management,General Operations,Planning Workbench Job Process,JCGO3075,Planning Workbench Job Process,65,I,P,SEC674,SEC465,SEC016,SEC674
4,Production Management,Job Management,General Operations,Production Activity Maintenance,JCGO4010,Production Activity Maintenance,175,I,E,SEC1430,SEC465,SEC016,SEC1430
4,Production Management,Job Management,General Operations,Production Activity Summary Tracker,JCG03014,Production Activity Summary Tracker,314,I,T,SEC974,SEC465,SEC016,SEC974
4,Production Management,Job Management,General Operations,Production Activity Tracker,JCG03012,Production Activity Tracker,313,I,T,SEC971,SEC465,SEC016,SEC971
4,Production Management,Job Management,General Operations,Production Planner Workbench,JCGO2200,Production Planner Workbench,315,I,T,SEC805,SEC465,SEC016,SEC805
4,Production Management,Job Management,General Operations,Production Planning Process,JCGO3060,Production Planning Process,70,I,P,SEC804,SEC465,SEC016,SEC804
4,Production Management,Job Management,General Operations,Production Yield Recalculation Process,JCGO2100,Production Yield Recalculation Process,80,I,P,SEC759,SEC465,SEC016,SEC759
4,Production Management,Job Management,General Operations,Project Entry,JCGO3030,Project Entry,190,I,E,SEC350,SEC465,SEC016,SEC350
4,Production Management,Job Management,General Operations,Project Tracker,JCGO3040,Project Tracker,330,I,T,SEC351,SEC465,SEC016,SEC351
4,Production Management,Job Management,General Operations,Purchase Order Tracker,JCGO3010,Purchase Order Tracker,340,I,T,SEC080,SEC465,SEC016,SEC080
4,Production Management,Job Management,General Operations,Quick Job Entry,JCGO3105,Quick Job Entry,200,I,E,SEC624,SEC465,SEC016,SEC624
4,Production Management,Job Management,General Operations,Revision Compare,JCGO3021,Revision Compare,210,I,E,SEC570,SEC465,SEC016,SEC570
4,Production Management,Job Management,General Operations,RoHS Job Compliance Process,WEGO3210,RoHS Job Compliance Process,91,I,P,SEC892,SEC465,SEC016,SEC892
4,Production Management,Job Management,General Operations,Serial Matching,JCGO3180,Serial Matching,220,I,E,SEC1011,SEC465,SEC016,SEC1011
4,Production Management,Job Management,General Operations,Serial Number Assignment,JCGO3037,Serial Number Assignment,230,I,E,SEC408,SEC465,SEC016,SEC408
4,Production Management,Job Management,General Operations,Serial Number Tracker,JCGO3065,Serial Number Tracker,350,I,T,SEC405,SEC465,SEC016,SEC405
4,Production Management,Job Management,General Operations,Shop Tracker,JCGO3070,Shop Tracker,360,I,T,SEC354,SEC465,SEC016,SEC354
4,Production Management,Job Management,General Operations,Time and Expense Entry,JCGO3002,Time and Expense Entry,233,I,E,SEC178,SEC465,SEC016,SEC178
4,Production Management,Job Management,General Operations,Time Entry,JCGO3103,Time Entry,234,K,E,SEC989,SEC465,SEC016,SEC989
4,Production Management,Job Management,General Operations,Time Phased Inquiry,JCGO3170,Time Phased Inquiry,370,I,T,SEC711,SEC465,SEC016,SEC711
3,Production Management,Job Management,Reports,,JCMN4000,Reports,40,S,,SEC037,SEC465,SEC016,SEC037
4,Production Management,Job Management,Reports,Cut List,JCRP4050,Cut List,10,I,R,SEC513,SEC465,SEC016,SEC513
4,Production Management,Job Management,Reports,Employee Efficiency,JCRP4010,Employee Efficiency,20,I,R,SEC285,SEC465,SEC016,SEC285
4,Production Management,Job Management,Reports,Inventory/WIP Reconciliation,JCRP4040,Inventory/WIP Reconciliation,30,I,R,SEC374,SEC465,SEC016,SEC374
4,Production Management,Job Management,Reports,Job Pick List,JCRP4020,Job Pick List,40,I,R,SEC290,SEC465,SEC016,SEC290
4,Production Management,Job Management,Reports,Job Status Report,JCRP4002,Job Status Report,50,I,R,SEC197,SEC465,SEC016,SEC197
4,Production Management,Job Management,Reports,Job Traveler,JCRP4008,Job Traveler,60,I,R,SEC321,SEC465,SEC016,SEC321
4,Production Management,Job Management,Reports,Labor Edit,JCRP4001,Labor Edit,70,I,R,SEC196,SEC465,SEC016,SEC196
4,Production Management,Job Management,Reports,Methods Master,JCRP4060,Methods Master,75,I,R,SEC299,SEC465,SEC016,SEC299
4,Production Management,Job Management,Reports,Part/Lot Where Used,JCRP4023,Part/Lot Where Used,80,I,R,SEC517,SEC465,SEC016,SEC517
4,Production Management,Job Management,Reports,Priority Dispatch,JCRP4003,Priority Dispatch,90,I,R,SEC200,SEC465,SEC016,SEC200
4,Production Management,Job Management,Reports,Production Detail,JCRP4004,Production Detail,100,I,R,SEC207,SEC465,SEC016,SEC207
4,Production Management,Job Management,Reports,Resource Group Efficiency,JCRP4015,Resource Group Efficiency,140,I,R,SEC286,SEC465,SEC016,SEC286
4,Production Management,Job Management,Reports,RoHS Job Compliance,WERP4070,RoHS Job Compliance,105,I,R,SEC896,SEC465,SEC016,SEC896
4,Production Management,Job Management,Reports,Schedule Impact,JCRP4007,Schedule Impact,110,I,R,SEC544,SEC465,SEC016,SEC544
4,Production Management,Job Management,Reports,Shop Load,JCRP4005,Shop Load,120,I,R,SEC245,SEC465,SEC016,SEC245
4,Production Management,Job Management,Reports,Subcontract Status,JCRP4030,Subcontract Status,130,I,R,SEC326,SEC465,SEC016,SEC326
4,Production Management,Job Management,Reports,Work In Process,JCRP4006,Work In Process,150,I,R,SEC247,SEC465,SEC016,SEC247
3,Production Management,Job Management,Setup,,JCMN1000,Setup,10,S,,SEC015,SEC465,SEC016,SEC015
4,Production Management,Job Management,Setup,Alert Group,JCMT0005,Alert Group,2,I,M,SEC400,SEC465,SEC016,SEC400
4,Production Management,Job Management,Setup,Analysis Code,JCMT1125,Analysis Code,10,I,M,SEC628,SEC465,SEC016,SEC628
4,Production Management,Job Management,Setup,Business Category,JCMT1201,Business Category,12,I,M,SEC11201,SEC465,SEC016,SEC11201
4,Production Management,Job Management,Setup,Department,JCMT1001,Department,15,I,M,SEC073,SEC465,SEC016,SEC073
4,Production Management,Job Management,Setup,Employee,JCMT1008,Employee,16,I,M,SEC179,SEC465,SEC016,SEC179
4,Production Management,Job Management,Setup,Global Alert,JCMT1080,Global Alert,18,I,M,SEC357,SEC465,SEC016,SEC357
4,Production Management,Job Management,Setup,HS Commodity,JCMT1100,HS Commodity,20,I,M,SEC433,SEC465,SEC016,SEC433
4,Production Management,Job Management,Setup,Image Category,JCMT1340,Image Category,21,I,M,SEC1502,SEC465,SEC016,SEC1502
4,Production Management,Job Management,Setup,Image Maintenance,JCMT1350,Image Maintenance,22,I,M,SEC1172,SEC465,SEC016,SEC1172
4,Production Management,Job Management,Setup,Indirect Labor,JCMT1009,Indirect Labor,23,I,M,SEC180,SEC465,SEC016,SEC180
4,Production Management,Job Management,Setup,Indirect Labor Account,JCMT1004,Indirect Labor Account,24,I,M,SEC165,SEC465,SEC016,SEC165
4,Production Management,Job Management,Setup,Job Complete/Close Parameters,JCMN3030,Job Complete/Close Parameters,26,I,M,SEC846,SEC465,SEC016,SEC846
4,Production Management,Job Management,Setup,Job Workflow State,AEPST,Job Workflow State,28,I,M,SEC_UDPST,SEC465,SEC016,SEC_UDPST
4,Production Management,Job Management,Setup,Kanban Type,JCMT1200,Kanban Type,27,I,M,SEC630,SEC465,SEC016,SEC630
4,Production Management,Job Management,Setup,Memo Category,JCMT1014,Memo Category,50,I,M,SEC323,SEC465,SEC016,SEC323
4,Production Management,Job Management,Setup,Operation,JCMT1003,Operation,60,I,M,SEC075,SEC465,SEC016,SEC075
4,Production Management,Job Management,Setup,Operation Text,JCMT1013,Operation Text,70,I,M,SEC268,SEC465,SEC016,SEC268
4,Production Management,Job Management,Setup,Part,JCMT1020,Part,80,I,M,SEC159,SEC465,SEC016,SEC159
4,Production Management,Job Management,Setup,Part Allocation Template,AMMN3149,Part Allocation Template,6,I,M,SEC068,SEC465,SEC016,SEC068
4,Production Management,Job Management,Setup,Part Class,JCMT1030,Part Class,90,I,M,SEC114,SEC465,SEC016,SEC114
4,Production Management,Job Management,Setup,Person,JCMT1095,Person,95,I,M,SEC403,SEC465,SEC016,SEC403
4,Production Management,Job Management,Setup,Prepress Job Groups,AEPJG,Prepress Job Groups,98,I,M,SEC_UDPJG,SEC465,SEC016,SEC_UDPJG
4,Production Management,Job Management,Setup,Prepress Template Jobs,AEPTJ,Prepress Template Jobs,99,I,M,SEC_UDPTJ,SEC465,SEC016,SEC_UDPTJ
4,Production Management,Job Management,Setup,Product Group,JCMT1040,Product Group,100,I,M,SEC158,SEC465,SEC016,SEC158
4,Production Management,Job Management,Setup,Production Activity Day,JCMT1300,Production Activity Day,101,I,M,SEC1370,SEC465,SEC016,SEC1370
4,Production Management,Job Management,Setup,Production Activity Plan,JCMT1330,Production Activity Plan,102,I,M,SEC1410,SEC465,SEC016,SEC1410
4,Production Management,Job Management,Setup,Production Activity Schedule,JCMT1310,Production Activity Schedule,105,I,M,SEC1380,SEC465,SEC016,SEC1380
4,Production Management,Job Management,Setup,Production Activity Week,JCMT1320,Production Activity Week,106,I,M,SEC1390,SEC465,SEC016,SEC1390
4,Production Management,Job Management,Setup,Production Calendar,JCMT1005,Production Calendar,110,I,M,SEC182,SEC465,SEC016,SEC182
4,Production Management,Job Management,Setup,Production Team,JCMT1115,Production Team,115,I,M,SEC402,SEC465,SEC016,SEC402
4,Production Management,Job Management,Setup,Project Checklist Types,JCMT1118,Project Checklist Types,118,I,M,SEC1141,SEC465,SEC016,SEC1141
4,Production Management,Job Management,Setup,Reason Code,JCMT1010,Reason Code,119,I,M,SEC190,SEC465,SEC016,SEC190
4,Production Management,Job Management,Setup,Reference Category,JCMT1015,Reference Category,120,I,M,SEC898,SEC465,SEC016,SEC898
4,Production Management,Job Management,Setup,Resource Collection,JCMT1050,Resource Collection,121,I,M,SEC339,SEC465,SEC016,SEC339
4,Production Management,Job Management,Setup,Resource Group,JCMT1045,Resource Group,122,I,M,SEC076,SEC465,SEC016,SEC076
4,Production Management,Job Management,Setup,Resource Type,JCMT1046,Resource Type,124,I,M,SEC560,SEC465,SEC016,SEC560
4,Production Management,Job Management,Setup,Setup Group,JCMT1011,Setup Group,125,I,M,SEC557,SEC465,SEC016,SEC557
4,Production Management,Job Management,Setup,Shift,JCMT1007,Shift,130,I,M,SEC034,SEC465,SEC016,SEC034
4,Production Management,Job Management,Setup,Shop Warning,JCMT1070,Shop Warning,145,I,M,SEC353,SEC465,SEC016,SEC353
4,Production Management,Job Management,Setup,Site Maintenance,JCMT1120,Site Maintenance,146,I,M,SEC452,SEC465,SEC016,SEC452
4,Production Management,Job Management,Setup,Supplier,JCMT0011,Supplier,150,I,M,SEC115,SEC465,SEC016,SEC115
4,Production Management,Job Management,Setup,Supplier Group,JCMT0012,Supplier Group,160,I,M,SEC206,SEC465,SEC016,SEC206
2,Production Management,Material Requirements Planning,,,MRMN0000,Material Requirements Planning,40,S,,SEC445,SEC465,SEC445,SEC445
3,Production Management,Material Requirements Planning,General Operations,,MRMN2000,General Operations,20,S,,SEC447,SEC465,SEC445,SEC447
4,Production Management,Material Requirements Planning,General Operations,Forecast Entry,MRGO2001,Forecast Entry,10,I,E,SEC449,SEC465,SEC445,SEC449
4,Production Management,Material Requirements Planning,General Operations,Job Tracker,MRGO2030,Job Tracker,40,I,T,SEC193,SEC465,SEC445,SEC193
4,Production Management,Material Requirements Planning,General Operations,MPS Entry,MRGO2010,MPS Entry,20,I,E,SEC450,SEC465,SEC445,SEC450
4,Production Management,Material Requirements Planning,General Operations,MRP Recalc Needed,MRGO2035,MRP Recalc Needed,25,I,P,SEC852,SEC465,SEC445,SEC852
4,Production Management,Material Requirements Planning,General Operations,Multi Level Pegging Display,MRGO2050,Multi Level Pegging Display,45,I,T,SEC689,SEC465,SEC445,SEC689
4,Production Management,Material Requirements Planning,General Operations,Part Tracker,MRGO2040,Part Tracker,50,I,T,SEC183,SEC465,SEC445,SEC183
4,Production Management,Material Requirements Planning,General Operations,Process MRP,MRGO2020,Process MRP,30,I,P,SEC1143,SEC465,SEC445,SEC1143
4,Production Management,Material Requirements Planning,General Operations,Process Multi Level Pegging,MRGO2060,Process Multi Level Pegging,32,I,P,SEC727,SEC465,SEC445,SEC727
4,Production Management,Material Requirements Planning,General Operations,Time Phased Inquiry,MRGO2140,Time Phased Inquiry,60,I,T,SEC711,SEC465,SEC445,SEC711
4,Production Management,Material Requirements Planning,General Operations,Update Recycle Threshold,MRGO2070,Update Recycle Threshold,33,I,P,SEC1054,SEC465,SEC445,SEC1054
3,Production Management,Material Requirements Planning,Reports,,MRMN3000,Reports,30,S,,SEC448,SEC465,SEC445,SEC448
4,Production Management,Material Requirements Planning,Reports,Job Status Report,MRRP3030,Job Status Report,10,I,R,SEC197,SEC465,SEC445,SEC197
4,Production Management,Material Requirements Planning,Reports,Master Production Schedule,MRRP3050,Master Production Schedule,13,I,R,SEC865,SEC465,SEC445,SEC865
4,Production Management,Material Requirements Planning,Reports,Priority Dispatch,MRRP3040,Priority Dispatch,15,I,R,SEC200,SEC465,SEC445,SEC200
4,Production Management,Material Requirements Planning,Reports,Shop Load,MRRP3020,Shop Load,20,I,R,SEC245,SEC465,SEC445,SEC245
4,Production Management,Material Requirements Planning,Reports,Time Phased Mtl. Requirements,MRRP3010,Time Phased Mtl. Requirements,30,I,R,SEC128,SEC465,SEC445,SEC128
3,Production Management,Material Requirements Planning,Setup,,MRMN1000,Setup,10,S,,SEC446,SEC465,SEC445,SEC446
4,Production Management,Material Requirements Planning,Setup,Business Category,MRMT1200,Business Category,5,I,M,SEC11201,SEC465,SEC445,SEC11201
4,Production Management,Material Requirements Planning,Setup,Customer,MRMT1050,Customer,15,I,M,SEC154,SEC465,SEC445,SEC154
4,Production Management,Material Requirements Planning,Setup,Customer Group,MRGO1060,Customer Group,17,I,M,SEC153,SEC465,SEC445,SEC153
4,Production Management,Material Requirements Planning,Setup,Part,MRMT1010,Part,20,I,M,SEC159,SEC465,SEC445,SEC159
4,Production Management,Material Requirements Planning,Setup,Part Class,MRMT1020,Part Class,30,I,M,SEC114,SEC465,SEC445,SEC114
4,Production Management,Material Requirements Planning,Setup,Process Control,MRMT1070,Process Control,60,I,M,SEC1132,SEC465,SEC445,SEC1132
4,Production Management,Material Requirements Planning,Setup,Process Control Queue,MRMT1080,Process Control Queue,70,I,M,SEC1134,SEC465,SEC445,SEC1134
4,Production Management,Material Requirements Planning,Setup,Process Queue,MRMT1090,Process Queue,80,I,M,SEC1133,SEC465,SEC445,SEC1133
4,Production Management,Material Requirements Planning,Setup,Product Group,MRMT1030,Product Group,40,I,M,SEC158,SEC465,SEC445,SEC158
4,Production Management,Material Requirements Planning,Setup,Production Calendar,MRMT1040,Production Calendar,50,I,M,SEC182,SEC465,SEC445,SEC182
2,Production Management,Quality Assurance,,,QAMN0010,Quality Assurance,70,S,,SEC498,SEC465,SEC498,SEC498
3,Production Management,Quality Assurance,General Operations,,QAGO0010,General Operations,1020,S,,SEC499,SEC465,SEC498,SEC499
4,Production Management,Quality Assurance,General Operations,Corrective Action,QAGO0070,Corrective Action,20,I,E,SEC501,SEC465,SEC498,SEC501
4,Production Management,Quality Assurance,General Operations,DMR Processing,QAGO0050,DMR Processing,30,I,E,SEC371,SEC465,SEC498,SEC371
4,Production Management,Quality Assurance,General Operations,DMR Tracker,QAGO2112,DMR Tracker,900,I,T,SEC1443,SEC465,SEC498,SEC1443
4,Production Management,Quality Assurance,General Operations,Employee Course Request,QAGO2400,Employee Course Request,40,I,E,SEC418-005,SEC465,SEC498,SEC418-005
4,Production Management,Quality Assurance,General Operations,Employee Training Course,QAGO4183,Employee Training Course,43,I,E,SEC418-003,SEC465,SEC498,SEC418-003
4,Production Management,Quality Assurance,General Operations,Employee Training Course Tracker,QAGO4184,Employee Training Course Tracker,920,I,T,SEC418-004,SEC465,SEC498,SEC418-004
4,Production Management,Quality Assurance,General Operations,Inspection Data Tracker,QAGO2300,Inspection Data Tracker,990,I,T,SEC1368,SEC465,SEC498,SEC1368
4,Production Management,Quality Assurance,General Operations,Inspection Processing,QAGO0040,Inspection Processing,50,I,E,SEC5030,SEC465,SEC498,SEC5030
4,Production Management,Quality Assurance,General Operations,Inspection Results Entry,QAGO2200,Inspection Results Entry,55,I,E,SEC1367,SEC465,SEC498,SEC1367
4,Production Management,Quality Assurance,General Operations,Job Tracker,QAGO1000,Job Tracker,1000,I,T,SEC193,SEC465,SEC498,SEC193
4,Production Management,Quality Assurance,General Operations,Nonconformance,QAGO0020,Nonconformance,60,I,E,SEC504,SEC465,SEC498,SEC504
4,Production Management,Quality Assurance,General Operations,Open DMR Action Status,QAGO2113,Open DMR Action Status,1020,I,T,SEC1444,SEC465,SEC498,SEC1444
4,Production Management,Quality Assurance,General Operations,Part Tracker,QAGO1030,Part Tracker,1030,I,T,SEC183,SEC465,SEC498,SEC183
4,Production Management,Quality Assurance,General Operations,Purchase Order Tracker,QAGO1050,Purchase Order Tracker,1050,I,T,SEC080,SEC465,SEC498,SEC080
4,Production Management,Quality Assurance,General Operations,RMA Tracker,QAGO1100,RMA Tracker,1070,I,T,SEC491,SEC465,SEC498,SEC491
4,Production Management,Quality Assurance,General Operations,Serial Number Tracker,QAGO1070,Serial Number Tracker,1090,I,T,SEC405,SEC465,SEC498,SEC405
4,Production Management,Quality Assurance,General Operations,Supplier Tracker,QAGO1090,Supplier Tracker,1110,I,T,SEC294,SEC465,SEC498,SEC294
4,Production Management,Quality Assurance,General Operations,Time Phased Inquiry,QAGO2100,Time Phased Inquiry,1120,I,T,SEC711,SEC465,SEC498,SEC711
4,Production Management,Quality Assurance,General Operations,Training Course Schedule,QAGO4181,Training Course Schedule,70,I,E,SEC418-001,SEC465,SEC498,SEC418-001
4,Production Management,Quality Assurance,General Operations,Training Course Schedule Tracker,QAGO4182,Training Course Schedule Tracker,1140,I,T,SEC418-002,SEC465,SEC498,SEC418-002
3,Production Management,Quality Assurance,Reports,,QAMN0030,Reports,1030,S,,SEC500,SEC465,SEC498,SEC500
4,Production Management,Quality Assurance,Reports,Employee Training Course Report,QARP0070,Employee Training Course Report,40,I,R,SEC500,SEC465,SEC498,SEC500
4,Production Management,Quality Assurance,Reports,Inspection Pending,QARP0050,Inspection Pending,10,I,R,SEC605,SEC465,SEC498,SEC605
4,Production Management,Quality Assurance,Reports,Nonconformance Analysis,QARP0010,Nonconformance Analysis,20,I,R,SEC505,SEC465,SEC498,SEC505
4,Production Management,Quality Assurance,Reports,Open DMR Status,QARP0030,Open DMR Status,30,I,R,SEC372,SEC465,SEC498,SEC372
3,Production Management,Quality Assurance,Setup,,QAMN0020,Setup,1010,S,,SEC396,SEC465,SEC498,SEC396
4,Production Management,Quality Assurance,Setup,Business Category,QAMN1200,Business Category,5,I,M,SEC11201,SEC465,SEC498,SEC11201
4,Production Management,Quality Assurance,Setup,Department,QAMN0100,Department,80,I,M,SEC073,SEC465,SEC498,SEC073
4,Production Management,Quality Assurance,Setup,Global Alert,QAMN0190,Global Alert,100,I,M,SEC357,SEC465,SEC498,SEC357
4,Production Management,Quality Assurance,Setup,Inspection Attribute,QAMN300,Inspection Attribute,105,I,M,SEC1360,SEC465,SEC498,SEC1360
4,Production Management,Quality Assurance,Setup,Inspection Plan,QAMN1364,Inspection Plan,110,I,M,SEC1365,SEC465,SEC498,SEC1365
4,Production Management,Quality Assurance,Setup,Inspector,QAMN0210,Inspector,120,I,M,SEC370,SEC465,SEC498,SEC370
4,Production Management,Quality Assurance,Setup,Part,QAMN0150,Part,150,I,M,SEC159,SEC465,SEC498,SEC159
4,Production Management,Quality Assurance,Setup,Part Class,QAMN0230,Part Class,160,I,M,SEC114,SEC465,SEC498,SEC114
4,Production Management,Quality Assurance,Setup,Reason Code,QAMN0080,Reason Code,180,I,M,SEC190,SEC465,SEC498,SEC190
4,Production Management,Quality Assurance,Setup,Skip Lot Control Code,QAMN310,Skip Lot Control Code,185,I,M,SEC1921,SEC465,SEC498,SEC1921
4,Production Management,Quality Assurance,Setup,Specification,QAMN320,Specification,186,I,M,SEC1362,SEC465,SEC498,SEC1362
4,Production Management,Quality Assurance,Setup,Supplier,QAMN0170,Supplier,190,I,M,SEC115,SEC465,SEC498,SEC115
4,Production Management,Quality Assurance,Setup,Training Course,QAMN0260,Training Course,200,I,M,SEC418,SEC465,SEC498,SEC418
4,Production Management,Quality Assurance,Setup,Warehouse,QAMN0250,Warehouse,250,I,M,SEC072,SEC465,SEC498,SEC072
2,Production Management,Scheduling,,,ESMN0000,Scheduling,20,S,,SEC030,SEC465,SEC030,SEC030
3,Production Management,Scheduling,General Operations,,ESMN1000,General Operations,20,S,,SEC198,SEC465,SEC030,SEC198
4,Production Management,Scheduling,General Operations,Adjust Global Scheduling Order,ESGO1120,Adjust Global Scheduling Order,1,I,E,SEC786,SEC465,SEC030,SEC786
